level,fish_basin,season,basin,emmean,SE,df,asymp.LCL,asymp.UCL,.group,lower.CL,upper.CL
0.95,East,Summer,west,-0.44233805790199643,0.6666067589708796,165,NA,NA, a,-2.3601755134313986,1.475499397627406
0.95,West,Fall,east,0.3062412455687951,0.037988597225860954,Inf,0.19739402841992365,0.4150884627176666, a  ,NA,NA
0.95,West,Fall,north,0.8587836775148678,0.3702250276131977,Inf,-0.20200737341468833,1.919574728444424, abc,NA,NA
0.95,West,Fall,west,0.5285368592655206,0.06602156732969058,Inf,0.33936788751018615,0.7177058310208551,   c,NA,NA
0.95,West,Winter,east,0.321184023716095,0.03912219674430559,Inf,0.20908874894060497,0.43327929849158503, ab ,NA,NA
0.95,West,Winter,north,1.2709825600888323,0.7936401784424776,Inf,-1.003003086903945,3.5449682070816095, abc,NA,NA
0.95,West,Winter,west,0.3212451642758436,0.056683955198389493,Inf,0.15883088128316142,0.4836594472685258, abc,NA,NA
0.95,West,Spring,east,0.3146238960003968,0.03971981336937864,Inf,0.2008162940711992,0.42843149792959445, ab ,NA,NA
0.95,West,Spring,north,1.2508529390267615,0.9563245664330334,Inf,-1.4892658163052899,3.990971694358813, abc,NA,NA
0.95,West,Spring,west,0.47554650378629165,0.06358553378932992,Inf,0.2933574020738833,0.6577356054987, abc,NA,NA
0.95,West,Summer,east,0.3881982893188266,0.045901465028786614,Inf,0.2566786466814711,0.5197179319561821, abc,NA,NA
0.95,West,Summer,north,0.6317151720511541,0.20315004012467344,Inf,0.04963743962571998,1.2137929044765883, abc,NA,NA
0.95,West,Summer,west,0.5347168540880918,0.07470625052551845,Inf,0.3206640048875036,0.74876970328868,  bc,NA,NA
0.95,North,Fall,east,3.2174571167902304,0.3981255899791543,63,NA,NA,  b ,2.0457700874807934,4.389144146099667
0.95,North,Fall,north,1.9125563282099052,0.26382778138371643,63,NA,NA, ab ,1.1361089025747635,2.689003753845047
0.95,North,Fall,west,2.8288042748499143,0.35125323578385204,63,NA,NA, ab ,1.795062986347314,3.8625455633525148
0.95,North,Winter,east,0.5626230622541826,0.6218206424734493,63,NA,NA, a  ,-1.2674004270200172,2.392646551528382
0.95,North,Winter,north,1.854295019426737,0.22883932544419927,63,NA,NA, ab ,1.180818920005626,2.5277711188478476
0.95,North,Winter,west,3.624305881869317,0.7917767147448468,63,NA,NA, abc,1.2941002127879853,5.954511550950649
0.95,North,Spring,east,0.7260721481254189,0.5586268865811275,63,NA,NA, a  ,-0.917971575024586,2.3701158712754236
0.95,North,Spring,north,2.2772705353153055,0.21430560734060283,63,NA,NA, ab ,1.6465672930484292,2.907973777582182
0.95,North,Spring,west,2.880786514889513,0.49756049343425113,63,NA,NA, ab ,1.416461711039953,4.345111318739073
0.95,North,Summer,east,7.013762703188039,0.8730443244270134,63,NA,NA,   c,4.444385761110761,9.583139645265318
0.95,North,Summer,north,2.3627976966034705,0.2586908375159974,63,NA,NA, ab ,1.6014683408728838,3.124127052334057
0.95,North,Summer,west,NA,NA,NA,NA,NA,,NA,NA
